v9,v8,v7,v6,v5,v4,v3,v2,v1,v0,Detection
-0.2106746,-0.3518733,-0.3234016,-0.158641,-0.0175477,-0.026521,0.032995,0.0608762,0.0003835,0.0195009,0.0
-0.3518733,-0.3234016,-0.158641,-0.0175477,-0.026521,0.032995,0.0608762,0.0003835,0.0195009,-0.0691324,0.0
-0.3234016,-0.158641,-0.0175477,-0.026521,0.032995,0.0608762,0.0003835,0.0195009,-0.0691324,-0.0966922,0.0
-0.158641,-0.0175477,-0.026521,0.032995,0.0608762,0.0003835,0.0195009,-0.0691324,-0.0966922,-0.2793347,0.0
-0.0175477,-0.026521,0.032995,0.0608762,0.0003835,0.0195009,-0.0691324,-0.0966922,-0.2793347,-0.2916486,0.0
-0.026521,0.032995,0.0608762,0.0003835,0.0195009,-0.0691324,-0.0966922,-0.2793347,-0.2916486,-0.2649462,0.0
0.032995,0.0608762,0.0003835,0.0195009,-0.0691324,-0.0966922,-0.2793347,-0.2916486,-0.2649462,-0.1311641,0.0
0.0608762,0.0003835,0.0195009,-0.0691324,-0.0966922,-0.2793347,-0.2916486,-0.2649462,-0.1311641,-0.3513249,0.0
0.0003835,0.0195009,-0.0691324,-0.0966922,-0.2793347,-0.2916486,-0.2649462,-0.1311641,-0.3513249,-0.350314,0.0
0.0195009,-0.0691324,-0.0966922,-0.2793347,-0.2916486,-0.2649462,-0.1311641,-0.3513249,-0.350314,-0.4285668,0.0
-0.0691324,-0.0966922,-0.2793347,-0.2916486,-0.2649462,-0.1311641,-0.3513249,-0.350314,-0.4285668,-0.5050271,0.0
-0.0966922,-0.2793347,-0.2916486,-0.2649462,-0.1311641,-0.3513249,-0.350314,-0.4285668,-0.5050271,-0.3064987,0.0
-0.2793347,-0.2916486,-0.2649462,-0.1311641,-0.3513249,-0.350314,-0.4285668,-0.5050271,-0.3064987,-0.1123683,0.0
-0.2916486,-0.2649462,-0.1311641,-0.3513249,-0.350314,-0.4285668,-0.5050271,-0.3064987,-0.1123683,-0.0007092,0.0
-0.2649462,-0.1311641,-0.3513249,-0.350314,-0.4285668,-0.5050271,-0.3064987,-0.1123683,-0.0007092,-0.0291612,0.0
-0.1311641,-0.3513249,-0.350314,-0.4285668,-0.5050271,-0.3064987,-0.1123683,-0.0007092,-0.0291612,-0.0571432,0.0
-0.3513249,-0.350314,-0.4285668,-0.5050271,-0.3064987,-0.1123683,-0.0007092,-0.0291612,-0.0571432,-0.1435884,0.0
-0.350314,-0.4285668,-0.5050271,-0.3064987,-0.1123683,-0.0007092,-0.0291612,-0.0571432,-0.1435884,-0.0913341,0.0
